,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,first_name,last_name,lower body injury
150,Charlie Brown Jr.,19-20,19.5,23,78,199,10,4,0.231,104.41,87,1.9,0.8,0.5,0.1,0.28,4.46,0.2,0.1,5.3,3.7,1.74,1.13,0,0,0.3,,,,,,,,,0,,,0,,,Charlie,Brown Jr.,0
151,Chasson Randle,19-20,19.5,27,74,185,3,13.5,0.08,104.54,87,1.3,1,0.3,0.3,1.09,4.68,0.3,0,17,4.3,4.51,3.94,0,0,0,,,,,,,,,0,,,0,,,Chasson,Randle,0
152,Cheick Diallo,19-20,19.5,23,80,219,47,10.2,0.169,102.11,1014,3,0.4,0.3,0.1,0.75,4.25,0.1,0,18.4,9.5,1.65,0.43,1.3,0.7,2.7,,,,,,,,,0,,,0,,,Cheick,Diallo,0
153,Chimezie Metu,19-20,19.5,23,81,225,18,5.8,0.218,103.04,229,2.3,0.3,0.2,0,0.43,4.28,0.4,0,10.4,6.2,1.77,0.68,0.9,0.4,1.7,,,,,,,,,0,,,0,,,Chimezie,Metu,0
154,Chris Boucher,19-20,19.5,27,81,200,62,13.2,0.185,102.61,1750,4.8,0.5,0.3,0.1,0.97,4.09,0.1,0.1,20,11.3,1.63,0.49,1.1,0.3,2.9,,,,,,,,,0,,,0,,,Chris,Boucher,0
155,Chris Chiozza,19-20,19.5,24,71,175,28,14.3,0.175,105.29,884,5,5.2,1.4,3.2,1.09,4.25,1.7,1.1,34,12.1,4.55,4.26,0.1,0,0.4,,,,,,,,,0,,,0,,,Chris,Chiozza,0
156,Chris Clemons,19-20,19.5,22,69,180,33,8.8,0.235,106.65,643,4.3,1.3,0.5,0.6,0.63,4.22,2,1.8,14.1,5.7,3.79,3.73,0,0,0.3,,,,,,,,,0,,,0,,,Chris,Clemons,0
157,Chris Paul,19-20,19.5,35,73,175,70,31.5,0.228,100.43,4624,12.7,12.8,4.9,6.7,2.1,3.73,9.4,3.4,71.5,28.1,5.17,4.52,0.2,0.5,0.5,,,,,,,,,0,,,0,,,Chris,Paul,0
158,Chris Silva,19-20,19.5,23,80,234,44,7.9,0.155,103.06,739,1.8,0.1,0.1,0,0.6,4.31,0,0,13.7,6.9,1.68,0.49,0.9,0.3,2.5,,,,,,,,,0,,,0,,,Chris,Silva,0
159,Christian Wood,19-20,19.5,24,82,214,62,21.4,0.223,99.54,2753,8.2,2.3,1.3,0.4,1.6,4.15,0.6,0.3,37.8,21.6,1.9,0.72,1.9,1.1,4.6,Pistons,2019-12-20,2019-12-23,3,Knee_injury,2019-12-19,Pistons,left knee injury (DTD),0,knee,Leg,1,2019,12,Christian,Wood,0
161,Christian Wood,19-20,19.5,24,82,214,62,21.4,0.223,99.54,2753,8.2,2.3,1.3,0.4,1.6,4.15,0.6,0.3,37.8,21.6,1.9,0.72,1.9,1.1,4.6,Pistons,2019-12-20,2019-12-23,3,Knee_injury,2020-03-14,Pistons,COVID-19 coronavirus (DTD),0,other,Others,1,2020,3,Christian,Wood,0
162,Clint Capela,19-20,19.5,26,82,240,39,32.8,0.156,104.64,2784,9.9,0.2,0.1,0.1,2.41,4.15,0.1,,54.6,24.7,1.38,0.27,3.9,0.6,12.3,,,,,,,,,0,,,0,,,Clint,Capela,0
163,Coby White,19-20,19.5,20,76,195,65,25.8,0.235,102.51,3573,12.2,7,3.5,2.4,1.96,4.27,4,2,46.9,23.7,4,3.4,0.1,0,0.4,,,,,,,,,0,,,0,,,Coby,White,0
164,Cody Martin,19-20,19.5,24,77,205,48,18.8,0.131,98.77,1853,4.3,3.6,1.2,1.8,1.53,4.56,0.5,0.2,26.9,16.9,2.57,1.76,0.5,0.1,1.2,,,,,,,,,0,,,0,,,Cody,Martin,0
165,Cody Zeller,19-20,19.5,27,84,240,58,23.1,0.201,97.5,2725,8.3,2.9,1.5,0.8,1.79,4.36,0.3,0.1,47.7,26.6,1.63,0.63,3.3,0.9,6.3,,,,,,,,,0,,,0,,,Cody,Zeller,0
166,Collin Sexton,19-20,19.5,21,73,190,65,33,0.264,100.37,4488,16.7,13.9,7.1,4.5,2.42,4.13,5.5,1.6,62.5,26.6,4.47,4.07,1.1,0.1,1.9,,,,,,,,,0,,,0,,,Collin,Sexton,0
167,Corey Brewer,19-20,19.5,34,81,188,5,6.5,0.085,111.34,74,0.8,0.6,0,0.6,0.52,4.46,0.2,0,8,4.4,1.72,1.1,0,0,0.4,,,,,,,,,0,,,0,,,Corey,Brewer,0
168,Cory Joseph,19-20,19.5,28,75,200,72,24.4,0.127,99.76,3641,5.7,5.3,1.8,2.8,1.92,4.37,2.1,0.5,46.8,17.8,4.73,4.81,0.4,0.1,0.7,,,,,,,,,0,,,0,,,Cory,Joseph,0
169,Courtney Lee,19-20,19.5,34,77,215,24,14.4,0.116,101.35,725,3.4,1.3,0.7,0.6,1.08,4.18,1,0.5,13.9,9.2,2.58,1.79,0,0,0.3,,,,,,,,,0,,,0,,,Courtney,Lee,0
170,Cristiano Felicio,19-20,19.5,27,82,270,22,17.5,0.088,99.68,803,2.5,0.2,0.1,0.1,1.33,4.25,0,0,22.8,12.5,1.73,0.46,1.1,0.1,3.8,,,,,,,,,0,,,0,,,Cristiano,Felicio,0
171,D'Angelo Russell,19-20,19.5,24,76,193,45,32.3,0.305,104.75,3171,18.8,9,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6,Sprained_ankle,2019-11-02,Warriors,sprained right ankle (DTD),0,ankle,Leg,1,2019,11,D'Angelo,Russell,0
172,D'Angelo Russell,19-20,19.5,24,76,193,45,32.3,0.305,104.75,3171,18.8,9,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6,Sprained_ankle,2019-11-16,Warriors,sprained right thumb (DTD),0,thumb and thumb,Others,1,2019,11,D'Angelo,Russell,0
174,D'Angelo Russell,19-20,19.5,24,76,193,45,32.3,0.305,104.75,3171,18.8,9,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6,Sprained_ankle,2019-12-31,Warriors,right shoulder injury (DTD),0,shoulder,Upper Body,1,2019,12,D'Angelo,Russell,0
176,D'Angelo Russell,19-20,19.5,24,76,193,45,32.3,0.305,104.75,3171,18.8,9,4.4,2.7,2.37,4.13,10.8,5.5,83.1,35.1,4.3,3.73,0.6,0.3,0.8,Warriors,2019-11-02,2019-11-08,6,Sprained_ankle,2020-02-03,Warriors,bruised right quadriceps (DTD),0,quadricep,Leg,1,2020,2,D'Angelo,Russell,0
177,D.J. Augustin,19-20,19.5,32,71,183,57,24.9,0.184,99.57,2961,8.1,9.3,3,5.2,1.83,4.12,3.6,2,54.7,17.6,6.31,6.71,0.2,0,0.4,Magic,2020-01-15,2020-02-21,37,Knee_injury,,,,0,,,0,,,D.J.,Augustin,0
178,D.J. Wilson,19-20,19.5,24,82,231,37,9.8,0.175,107.13,812,3.6,0.6,0.3,0.2,0.74,4.36,0.6,0.3,17.4,9.6,1.86,0.71,0.7,0.2,1,Bucks,2020-03-06,2020-03-08,2,Sprained_ankle,2020-03-06,Bucks,sprained left ankle (DTD),0,ankle,Leg,1,2020,3,D.J.,Wilson,0
179,DaQuan Jeffries,19-20,19.5,22,77,230,13,10.9,0.129,109.7,319,3.1,0.8,0.3,0.4,0.87,4.41,0.2,0,13,9,1.71,0.83,0.6,0,1.1,,,,,,,,,0,,,0,,,DaQuan,Jeffries,0
180,Damian Jones,19-20,19.5,25,83,245,55,16.1,0.113,104.69,1929,3.2,0.2,0.1,0.1,1.23,4.28,0,0,19.6,10.9,1.44,0.33,1.2,0.1,4.4,,,,,,,,,0,,,0,,,Damian,Jones,0
181,Damian Lillard,19-20,19.5,29,74,195,66,37.5,0.294,102.12,5267,20.4,15.2,7.3,5.4,2.68,4.01,10.1,7.5,84.8,24.7,6.19,5.69,0.3,0.1,0.7,,,,,,,,,0,,,0,,,Damian,Lillard,0
182,Damion Lee,19-20,19.5,27,77,210,49,29,0.184,103.05,3055,10.4,5.5,2.1,2.4,2.39,4.61,2.8,0.7,48,30.4,2.34,1.7,0.8,0.1,1.2,,,,,,,,,0,,,0,,,Damion,Lee,0
183,Damyean Dotson,19-20,19.5,26,77,210,48,17.4,0.158,101.48,1771,6,1.9,0.8,0.9,1.27,4.14,2.5,1.1,21.5,16.3,2.37,1.69,0.3,0,0.2,,,,,,,,,0,,,0,,,Damyean,Dotson,0
184,Daniel Gafford,19-20,19.5,21,82,234,43,14.2,0.131,102.14,1294,3.1,0.2,0.1,0,1.09,4.32,0,,14.7,8.9,1.57,0.43,1.5,0.3,3.9,Bulls,2020-02-06,2020-02-20,14,Sprained_ankle,2019-12-14,Bulls,right hamstring injury (DTD),0,hamstring,Leg,1,2019,12,Daniel,Gafford,0
185,Daniel Gafford,19-20,19.5,21,82,234,43,14.2,0.131,102.14,1294,3.1,0.2,0.1,0,1.09,4.32,0,,14.7,8.9,1.57,0.43,1.5,0.3,3.9,Bulls,2020-02-06,2020-02-20,14,Sprained_ankle,2020-01-17,Bulls,placed on IL with right thumb injury,0,thumb and thumb,Others,1,2020,1,Daniel,Gafford,0
186,Daniel Gafford,19-20,19.5,21,82,234,43,14.2,0.131,102.14,1294,3.1,0.2,0.1,0,1.09,4.32,0,,14.7,8.9,1.57,0.43,1.5,0.3,3.9,Bulls,2020-02-06,2020-02-20,14,Sprained_ankle,2020-02-06,Bulls,placed on IL with sprained right ankle,0,ankle,Leg,1,2020,2,Daniel,Gafford,0
187,Daniel Theis,19-20,19.5,28,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2,Sore_knee,2019-10-26,Celtics,placed on IL with sprained left ankle,0,ankle,Leg,1,2019,10,Daniel,Theis,0
188,Daniel Theis,19-20,19.5,28,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2,Sore_knee,2019-11-13,Celtics,placed on IL with finger injury,0,finger,Hand,1,2019,11,Daniel,Theis,0
189,Daniel Theis,19-20,19.5,28,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2,Sore_knee,2019-11-25,Celtics,placed on IL with illness,0,other,Others,1,2019,11,Daniel,Theis,0
190,Daniel Theis,19-20,19.5,28,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2,Sore_knee,2020-01-13,Celtics,placed on IL with sore right knee,0,knee,Leg,1,2020,1,Daniel,Theis,0
193,Daniel Theis,19-20,19.5,28,80,245,65,24.1,0.144,100.04,3252,6.6,0.4,0.2,0.1,1.74,4.07,0.1,0.1,36,25.3,1.53,0.39,2.9,0.2,5.6,Celtics,2020-01-13,2020-01-15,2,Sore_knee,2020-08-12,Celtics,placed on IL with sore right foot,0,foot,Foot,1,2020,8,Daniel,Theis,0
208,Danilo Gallinari,19-20,19.5,31,82,233,62,29.6,0.242,99.2,3796,13.2,3.8,1.8,1,2.07,3.9,3.6,1.4,52.1,34.7,2.37,1.1,0.9,3.2,1.5,Thunder,2020-02-28,2020-03-02,3,Sore_ankle,2019-12-09,Thunder,placed on IL with sprained right ankle,0,ankle,Leg,1,2019,12,Danilo,Gallinari,0
210,Danilo Gallinari,19-20,19.5,31,82,233,62,29.6,0.242,99.2,3796,13.2,3.8,1.8,1,2.07,3.9,3.6,1.4,52.1,34.7,2.37,1.1,0.9,3.2,1.5,Thunder,2020-02-28,2020-03-02,3,Sore_ankle,2020-01-07,Thunder,placed on IL with right calf injury,0,calf,Leg,1,2020,1,Danilo,Gallinari,0
211,Danilo Gallinari,19-20,19.5,31,82,233,62,29.6,0.242,99.2,3796,13.2,3.8,1.8,1,2.07,3.9,3.6,1.4,52.1,34.7,2.37,1.1,0.9,3.2,1.5,Thunder,2020-02-28,2020-03-02,3,Sore_ankle,2020-01-25,Thunder,placed on IL with left thumb injury,0,thumb and thumb,Others,1,2020,1,Danilo,Gallinari,0
229,Danny Green,19-20,19.5,33,78,215,68,24.8,0.135,102.7,3620,7,1.6,0.8,0.6,1.99,4.52,1.4,0.8,37.6,20.8,1.62,0.74,0.5,0,1.1,,,,,,,,,0,,,0,,,Danny,Green,0
230,Dante Exum,19-20,19.5,24,77,214,35,13.9,0.145,101.12,1014,3.4,3.7,1.4,1.4,1.08,4.36,0.4,0.3,19.3,9.6,3.6,2.85,0.2,0,0.5,,,,,,,,,0,,,0,,,Dante,Exum,0
231,Danuel House Jr.,19-20,19.5,27,78,220,63,30.4,0.135,104.7,4166,8.6,2.8,1,1.3,2.28,4.23,1.3,1,32.2,18.7,1.62,0.83,0.7,0,1.4,,,,,,,,,0,,,0,,,Danuel,House Jr.,0
232,Dario Saric,19-20,19.5,26,82,225,66,24.7,0.174,102.6,3476,8.2,2,1,0.7,1.89,4.34,0.5,0.1,46,25.7,1.5,0.5,2.5,1.5,4.1,Suns,2020-02-02,2020-02-21,19,Sprained_ankle,2020-02-01,Suns,sprained left ankle (DTD),0,ankle,Leg,1,2020,2,Dario,Saric,0
234,Darius Bazley,19-20,19.5,20,80,208,61,18.5,0.146,101.87,2396,5.2,2.8,1.5,0.7,1.36,4.19,0.5,0.2,22.9,11.6,2.01,1.07,0.4,0,0.8,,,,,,,,,0,,,0,,,Darius,Bazley,0
235,Darius Garland,19-20,19.5,20,73,192,59,30.9,0.201,100.37,3830,11.8,11,4.3,5,2.3,4.18,5.3,2.4,59.7,22.7,4.87,4.57,0.3,0.1,0.5,,,,,,,,,0,,,0,,,Darius,Garland,0
236,Daryl Macon,19-20,19.5,24,74,185,4,3.5,0.167,100.43,28,0.8,0.3,0,0.3,0.25,4.26,0.3,0,5,3,4.05,3.5,0,0,0,,,,,,,,,0,,,0,,,Daryl,Macon,0
237,David Nwaba,19-20,19.5,27,77,219,20,13.4,0.139,104.69,582,3.6,1.3,0.8,0.5,0.98,4.33,0.1,0,10.8,5.9,2.3,1.53,0.2,0.1,0.6,,,,,,,,,0,,,0,,,David,Nwaba,0
238,Davis Bertans,19-20,19.5,27,82,225,54,29.3,0.183,105.96,3493,11.3,1.9,0.9,0.7,2.19,4.3,1.9,1.3,39,23.7,1.63,0.8,0.4,0.1,1.2,Wizards,2020-02-24,2020-02-26,2,Sore_knee,2019-12-22,Wizards,strained right quadriceps (DTD),0,quadricep,Leg,1,2019,12,Davis,Bertans,0
240,Davis Bertans,19-20,19.5,27,82,225,54,29.3,0.183,105.96,3493,11.3,1.9,0.9,0.7,2.19,4.3,1.9,1.3,39,23.7,1.63,0.8,0.4,0.1,1.2,Wizards,2020-02-24,2020-02-26,2,Sore_knee,2020-02-24,Wizards,placed on IL with sore right knee,0,knee,Leg,1,2020,2,Davis,Bertans,0
241,De'Aaron Fox,19-20,19.5,22,75,185,51,32,0.29,102.19,3487,16,18.3,8,6.1,2.43,4.23,5.5,2,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35,Sprained_ankle,2019-11-11,Kings,sprained left ankle (DTD),0,ankle,Leg,1,2019,11,De'Aaron,Fox,0
243,De'Aaron Fox,19-20,19.5,22,75,185,51,32,0.29,102.19,3487,16,18.3,8,6.1,2.43,4.23,5.5,2,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35,Sprained_ankle,2019-12-27,Kings,back spasms (DTD),0,back,Back,1,2019,12,De'Aaron,Fox,0
245,De'Aaron Fox,19-20,19.5,22,75,185,51,32,0.29,102.19,3487,16,18.3,8,6.1,2.43,4.23,5.5,2,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35,Sprained_ankle,2020-02-27,Kings,placed on IL with abdominal injury,0,abdominal,Upper Body,1,2020,2,De'Aaron,Fox,0
246,De'Aaron Fox,19-20,19.5,22,75,185,51,32,0.29,102.19,3487,16,18.3,8,6.1,2.43,4.23,5.5,2,80.6,25.8,5.26,4.89,0.4,0.1,0.9,Kings,2019-11-12,2019-12-17,35,Sprained_ankle,2020-08-10,Kings,placed on IL with sore left shoulder (out for season),1,shoulder,Upper Body,1,2020,8,De'Aaron,Fox,0
247,De'Andre Hunter,19-20,19.5,22,79,225,63,32,0.173,103.96,4362,10.8,6.2,3,2,2.46,4.29,2.5,0.7,37.7,24.9,2.29,1.51,0.5,0.3,1.2,Hawks,2020-02-03,2020-02-05,2,Sprained_ankle,2019-12-04,Hawks,placed on IL with right index finger injury,0,finger,Hand,1,2019,12,De'Andre,Hunter,0
248,De'Andre Hunter,19-20,19.5,22,79,225,63,32,0.173,103.96,4362,10.8,6.2,3,2,2.46,4.29,2.5,0.7,37.7,24.9,2.29,1.51,0.5,0.3,1.2,Hawks,2020-02-03,2020-02-05,2,Sprained_ankle,2020-02-01,Hawks,sprained left ankle (DTD),0,ankle,Leg,1,2020,2,De'Andre,Hunter,0
250,De'Andre Hunter,19-20,19.5,22,79,225,63,32,0.173,103.96,4362,10.8,6.2,3,2,2.46,4.29,2.5,0.7,37.7,24.9,2.29,1.51,0.5,0.3,1.2,Hawks,2020-02-03,2020-02-05,2,Sprained_ankle,2020-02-22,Hawks,placed on IL for personal reasons,0,other,Others,1,2020,2,De'Andre,Hunter,0
251,De'Anthony Melton,19-20,19.5,22,74,200,60,19.5,0.185,105.86,2568,6.7,4.6,1.5,2.3,1.5,4.28,1.8,0.7,37.8,18.5,3.28,2.57,0.5,0.1,1.6,,,,,,,,,0,,,0,,,De'Anthony,Melton,0
252,DeAndre Jordan,19-20,19.5,31,83,265,56,22,0.136,102.91,2650,5.1,0.1,0.1,0,1.41,3.62,0,,34.9,20.6,1.53,0.24,3,0.3,6.9,Nets,2019-11-25,2019-11-29,4,Sore_ankle,2019-11-08,Nets,placed on IL with sprained left ankle,0,ankle,Leg,1,2019,11,DeAndre,Jordan,0
254,DeAndre Jordan,19-20,19.5,31,83,265,56,22,0.136,102.91,2650,5.1,0.1,0.1,0,1.41,3.62,0,,34.9,20.6,1.53,0.24,3,0.3,6.9,Nets,2019-11-25,2019-11-29,4,Sore_ankle,2020-01-17,Nets,finger injury (DTD),0,finger,Hand,1,2020,1,DeAndre,Jordan,0
260,DeAndre' Bembry,19-20,19.5,25,77,210,43,21.3,0.137,105.69,2006,5.3,4.5,1.8,2,1.65,4.3,0.4,0.2,31,15.5,3.4,2.66,0.6,0,1.5,,,,,,,,,0,,,0,,,DeAndre',Bembry,0
261,DeMar DeRozan,19-20,19.5,30,78,220,68,34.1,0.262,100.87,4855,15.4,19.8,7.9,8.7,2.49,4.11,6.3,0.1,60.9,32.2,4.95,4.44,1,1.6,1.1,,,,,,,,,0,,,0,,,DeMar,DeRozan,0
262,DeMarre Carroll,19-20,19.5,33,78,215,24,12.1,0.148,104.9,632,2.8,1.8,0.7,0.3,0.87,4.09,0.5,0.2,16.5,8.1,2.28,1.26,0.1,0,0.5,,,,,,,,,0,,,0,,,DeMarre,Carroll,0
263,Dean Wade,19-20,19.5,23,81,228,12,6,0.091,105.19,157,1.1,0.2,0,0.1,0.48,4.43,0,0,7.7,3.5,1.61,0.58,0.1,0,0.8,Cavaliers,2020-03-07,2020-03-08,1,Sprained_ankle,2020-01-20,Cavaliers,illness (DTD),0,other,Others,1,2020,1,Dean,Wade,0
264,Dean Wade,19-20,19.5,23,81,228,12,6,0.091,105.19,157,1.1,0.2,0,0.1,0.48,4.43,0,0,7.7,3.5,1.61,0.58,0.1,0,0.8,Cavaliers,2020-03-07,2020-03-08,1,Sprained_ankle,2020-03-07,Cavaliers,sprained right ankle (DTD),0,ankle,Leg,1,2020,3,Dean,Wade,0
265,Deandre Ayton,19-20,19.5,21,83,250,38,32.5,0.231,101.95,2623,14.9,0.5,0.3,0,2.31,3.98,0.8,0,60.3,35.7,1.66,0.37,5.9,6.2,13.9,Suns,2020-02-10,2020-02-21,11,Sore_ankle,2019-11-27,Suns,placed on IL with sprained right ankle,0,ankle,Leg,1,2019,11,Deandre,Ayton,0
285,Dejounte Murray,19-20,19.5,23,76,180,66,25.6,0.207,101.68,3556,9.7,8.7,3.4,4.3,2.1,4.68,4,0.2,56.4,18.8,4.41,3.97,0.5,0.1,1.2,,,,,,,,,0,,,0,,,Dejounte,Murray,0
286,Delon Wright,19-20,19.5,28,77,185,73,21.5,0.14,101.55,3312,5.6,7,2.4,3.7,1.66,4.4,0.9,0.5,42.7,19.4,4.01,3.48,0.3,0,1.2,,,,,,,,,0,,,0,,,Delon,Wright,0
287,Dennis Schroder,19-20,19.5,26,73,172,65,30.8,0.262,101.47,4225,14.8,11.7,5.2,4.2,2.3,4.12,5.5,1.3,71.4,34.8,4.17,3.47,0.3,0,0.6,,,,,,,,,0,,,0,,,Dennis,Schroder,0
288,Dennis Smith Jr.,19-20,19.5,22,74,205,34,15.8,0.223,101.15,1132,6.2,6.8,2.8,2.7,1.21,4.32,2.9,1,42.1,13.7,4.93,4.61,0.1,0.1,0.6,,,,,,,,,0,,,0,,,Dennis,Smith Jr.,0
289,Denzel Valentine,19-20,19.5,26,76,220,36,13.6,0.229,100.55,1027,6.6,2.7,1.5,0.9,1.01,4.24,3.3,1.5,20.7,14.2,2.65,1.94,0.2,0,0.3,,,,,,,,,0,,,0,,,Denzel,Valentine,0
290,Deonte Burton,19-20,19.5,26,76,240,39,9.1,0.173,105.82,786,3.2,1.7,1,0.4,0.66,4.14,0.4,0.1,10.3,6.7,2.19,1.42,0.2,0,0.4,,,,,,,,,0,,,0,,,Deonte,Burton,0
291,Derrick Favors,19-20,19.5,28,81,265,51,24.4,0.135,104.39,2703,6.6,0.2,0.1,0.1,1.8,4.19,0.1,0,45.1,24.7,1.34,0.28,3.8,1,7.3,Pelicans,2019-10-28,2019-11-04,7,Sore_knee,2019-10-28,Pelicans,sore right knee (DTD),0,knee,Leg,1,2019,10,Derrick,Favors,0
292,Derrick Favors,19-20,19.5,28,81,265,51,24.4,0.135,104.39,2703,6.6,0.2,0.1,0.1,1.8,4.19,0.1,0,45.1,24.7,1.34,0.28,3.8,1,7.3,Pelicans,2019-10-28,2019-11-04,7,Sore_knee,2019-11-17,Pelicans,placed on IL with lower back spasms,0,back,Back,1,2019,11,Derrick,Favors,0
293,Derrick Favors,19-20,19.5,28,81,265,51,24.4,0.135,104.39,2703,6.6,0.2,0.1,0.1,1.8,4.19,0.1,0,45.1,24.7,1.34,0.28,3.8,1,7.3,Pelicans,2019-10-28,2019-11-04,7,Sore_knee,2020-01-11,Pelicans,strained right hamstring (DTD),0,hamstring,Leg,1,2020,1,Derrick,Favors,0
299,Derrick Jones Jr.,19-20,19.5,23,78,210,59,23.3,0.135,99.97,2858,5.9,1.3,0.4,0.6,1.73,4.15,0.3,0.2,25,14.1,1.61,0.61,1,0,3.3,,,,,,,,,0,,,0,,,Derrick,Jones Jr.,0
300,Derrick Rose,19-20,19.5,31,74,200,50,26,0.303,101.76,2755,15.1,17.6,8.4,7,1.96,4.22,6,1.8,64.6,21,5.85,5.48,0.3,0,0.6,Pistons,2019-12-21,2019-12-23,2,Sore_knee,2019-11-02,Pistons,right hamstring injury (DTD),0,hamstring,Leg,1,2019,11,Derrick,Rose,0
302,Derrick Rose,19-20,19.5,31,74,200,50,26,0.303,101.76,2755,15.1,17.6,8.4,7,1.96,4.22,6,1.8,64.6,21,5.85,5.48,0.3,0,0.6,Pistons,2019-12-21,2019-12-23,2,Sore_knee,2019-12-21,Pistons,sore left knee (DTD),0,knee,Leg,1,2019,12,Derrick,Rose,0
304,Derrick Rose,19-20,19.5,31,74,200,50,26,0.303,101.76,2755,15.1,17.6,8.4,7,1.96,4.22,6,1.8,64.6,21,5.85,5.48,0.3,0,0.6,Pistons,2019-12-21,2019-12-23,2,Sore_knee,2020-02-03,Pistons,placed on IL with left hip injury,0,hip,Lower Body,1,2020,2,Derrick,Rose,1
305,Derrick Rose,19-20,19.5,31,74,200,50,26,0.303,101.76,2755,15.1,17.6,8.4,7,1.96,4.22,6,1.8,64.6,21,5.85,5.48,0.3,0,0.6,Pistons,2019-12-21,2019-12-23,2,Sore_knee,2020-03-03,Pistons,sprained right ankle (out for season),1,ankle,Leg,1,2020,3,Derrick,Rose,0
314,Derrick Walton Jr.,19-20,19.5,25,72,185,26,9.6,0.079,103.71,535,1.5,0.6,0.1,0.5,0.72,4.26,0.3,0,15.8,6.1,3.88,3.17,0,0,0.1,,,,,,,,,0,,,0,,,Derrick,Walton Jr.,0
315,Derrick White,19-20,19.5,25,76,190,68,24.7,0.183,103.36,3614,8.1,7.9,3,3.6,1.91,4.3,2.5,1.1,49.6,18.4,4.51,3.94,0.3,0,0.7,,,,,,,,,0,,,0,,,Derrick,White,0
316,Devin Booker,19-20,19.5,23,77,206,70,35.9,0.294,102.36,5350,18.3,14.3,5.5,6.2,2.69,4.19,9.2,3.3,60.2,40.5,4.22,3.49,2.6,1.8,2.3,,,,,,,,,0,,,0,,,Devin,Booker,0
317,Devon Hall,19-20,19.5,24,77,215,11,7.3,0.182,110.58,187,2.7,1.9,0.7,0.9,0.53,4.05,1,0.6,14.6,5.4,4.72,4.19,0,0,0.2,,,,,,,,,0,,,0,,,Devon,Hall,0
318,Devontae Cacok,19-20,19.5,23,80,240,1,8.9,0.222,119.1,22,6,0,0,0,0.73,4.28,0,,12,8,1.46,0.83,0,1,5,,,,,,,,,0,,,0,,,Devontae,Cacok,0
319,Devonte' Graham,19-20,19.5,25,73,195,63,35.1,0.243,97.32,4491,15.3,10.6,3.8,4.8,2.57,4.11,8.3,5.8,90.6,35.2,5.4,4.97,0.3,0,0.5,Hornets,2020-03-03,2020-03-05,2,Sore_ankle,2020-03-03,Hornets,placed on IL with sore left ankle,0,ankle,Leg,1,2020,3,Devonte',Graham,0
320,Dewan Hernandez,19-20,19.5,23,82,235,6,4.7,0.257,108.8,64,2.3,0.7,0.5,0.2,0.38,4.43,0,0,8,5,2.26,0.98,0.3,0.2,1.3,Raptors,2020-03-05,2020-07-31,148,Sprained_ankle,2019-11-22,Raptors,sprained right thumb (DTD),0,thumb and thumb,Others,1,2019,11,Dewan,Hernandez,0
322,Dewan Hernandez,19-20,19.5,23,82,235,6,4.7,0.257,108.8,64,2.3,0.7,0.5,0.2,0.38,4.43,0,0,8,5,2.26,0.98,0.3,0.2,1.3,Raptors,2020-03-05,2020-07-31,148,Sprained_ankle,2019-12-22,Raptors,placed on IL with sprained right ankle,0,ankle,Leg,1,2019,12,Dewan,Hernandez,0
328,Dewayne Dedmon,19-20,19.5,30,84,245,44,17.6,0.179,100.29,1609,5.8,0.2,0.1,0,1.25,3.98,0.2,0.1,26.4,14,1.58,0.36,1.5,0.6,3.5,,,,,,,,,0,,,0,,,Dewayne,Dedmon,0
